AREA,UNIT,DISC,DOCUMENT NUMBER,REV,TITLE,STATUS,ORIGINATOR,TYPE
H5,561,ML,0401413-561-63-44-001,0,UNIT 561 - UTILITY & POTABLE WATER - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,562,ML,0401413-562-63-44-001,0,UNIT 562 - STEAM CONDENSATE & DEMINERALISATION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,562,ML,0401413-562-63-44-004,0,UNIT 562 - STEAM DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,565,ML,0401413-565-63-44-001,0,UNIT 565 - FUEL GAS - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,567,ML,0401413-567-63-44-002,0,UNIT 567 - INSTRUMENT & PLANT AIR DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,568,ML,0401413-568-63-44-002,0,UNIT 568 - NITROGEN DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,572,ML,0401413-572-63-44-004,0,UNIT 572 - SOUR WATER FLASH DRUMS & STORAGE TANKS TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-001,A,UNIT 550 - SULPHUR RECOVERY UNIT - TGTU-AMINE ABSORPTION SECTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-002,A,HABSHAN 5 CO2 RECOVERY - CO2 CAPTURE UNIT ABSORBER - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-003,A,HABSHAN 5 CO2 RECOVERY - REGENERATION SECTION - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-004,A,HABSHAN 5 CO2 RECOVERY - SOLVENT DRAIN AND STORAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-005,A,HABSHAN 5 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-006,A,"HABSHAN 5 CO2 RECOVERY - H5 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-007,A,HABSHAN 5 CO2 RECOVERY - COS REACTOR PACKAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-008,A,HABSHAN 5 CO2 RECOVERY - TEG DEHYDRATION - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-009,A,HABSHAN 5 CO2 RECOVERY - H5 - SCRAPER RECEIVER - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-010,A,HABSHAN 5 CO2 RECOVERY - HP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-011,A,"HABSHAN 5 CO2 RECOVERY - H5 - HP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-012,A,HABSHAN 5 CO2 RECOVERY - H5 - HP CO2 EXPORT PUMP SYSTEM - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-013,A,UNIT 567 - INSTRUMENT & PLANT AIR DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-014,A,UNIT 565 - FUEL GAS - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-015,A,UNIT 568 - NITROGEN DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-016,A,"HABSHAN 5 CO2 RECOVERY - INSTRUMENT, PLANT AIR, N2 & FUEL GAS - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-017,A,UNIT 562 - STEAM CONDENSATE & DEMINERALISATION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-018,A,UNIT 561 - UTILITY & POTABLE WATER - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-019,A,"HABSHAN 5 CO2 RECOVERY - UTILITY WATER HEADER , POTABLE WATER HEADER - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-020,A,HABSHAN 5 CO2 RECOVERY - CIRCULATING COOLING WATER SUPPLY/RETURN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-021,A,UNIT 562 - STEAM DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-022,A,"HABSHAN 5 CO2 RECOVERY - HP, LP, STEAM, BFW CONDENSATE - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-023,A,HABSHAN 5 CO2 RECOVERY - CLOSED DRAIN DRUM AND PUMP - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-024,A,HABSHAN 5 CO2 RECOVERY - FLARE AND CLOSED DRAIN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,001,ML,0401413-H5-001-63-44-025,A,UNIT 572 - SOUR WATER FLASH DRUMS & STORAGE TANKS TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-009,0,HABSHAN 5 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-010,0,"HABSHAN 5 CO2 RECOVERY - H5 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-011,0,HABSHAN 5 CO2 RECOVERY - COS REACTOR PACKAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-012,0,HABSHAN 5 CO2 RECOVERY - TEG DEHYDRATION - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-013,0,HABSHAN 5 CO2 RECOVERY - H5 - SCRAPER RECEIVER - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-014,0,HABSHAN 5 CO2 RECOVERY - HP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-015,0,"HABSHAN 5 CO2 RECOVERY - H5 - HP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-016,0,HABSHAN 5 CO2 RECOVERY - H5 - HP CO2 EXPORT PUMP SYSTEM - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-108,0,"HABSHAN 5 CO2 RECOVERY - INSTRUMENT, PLANT AIR, N2 & FUEL GAS - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-111,0,"HABSHAN 5 CO2 RECOVERY - UTILITY WATER HEADER , POTABLE WATER HEADER - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-112,0,HABSHAN 5 CO2 RECOVERY - CIRCULATING COOLING WATER SUPPLY/RETURN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-114,0,"HABSHAN 5 CO2 RECOVERY - HP, LP, STEAM, BFW CONDENSATE - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-115,0,HABSHAN 5 CO2 RECOVERY - CLOSED DRAIN DRUM AND PUMP - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,515,ML,0401413-H5-515-63-44-116,0,HABSHAN 5 CO2 RECOVERY - FLARE AND CLOSED DRAIN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,559,ML,0401413-H5-559-63-44-006,0,HABSHAN 5 CO2 RECOVERY - CO2 CAPTURE UNIT ABSORBER - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,559,ML,0401413-H5-559-63-44-007,0,HABSHAN 5 CO2 RECOVERY - REGENERATION SECTION - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,559,ML,0401413-H5-559-63-44-008,0,HABSHAN 5 CO2 RECOVERY - SOLVENT DRAIN AND STORAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H5,550,ML,61400-2200-4901-0001-005,0,UNIT 550 - SULPHUR RECOVERY UNIT - TGTU-AMINE ABSORPTION SECTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DOCUMENT
H5,001,PI,0401413-H5-001-13-31-001-001,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-002,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-003,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-004,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-005,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-006,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-31-001-007,B,"HABSHAN-5 TIE-IN DEMOLITION - UNIT 514, 550, 551, 552, 553, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-80-001,B,HABSHAN-5 TIE-IN LOCATION PLAN,IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-001,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-002,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-003,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-004,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-005,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-006,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,001,PI,0401413-H5-001-13-82-001-007,B,"HABSHAN-5 TIE-IN ISOMETRICS UNIT 514, 550, 551, 552, 553, 562, 571 AND 573",IFA,WORLEY,DRAWING
H5,514,PI,0401413-H5-514-13-60-001,B,PLOT PLAN - UNIT 514 FEED GAS COMPRESSOR HABSHAN-5,IFA,WORLEY,DRAWING
H5,515,PI,0401413-H5-515-13-60-001,B,CO2 RECOVERY UNIT 515 PLOT PLAN HABSHAN-5,IFA,WORLEY,DRAWING
H5,515,PI,0401413-H5-515-13-60-002,B,CO2 RECOVERY UNIT 515 SECTION HABSHAN-5,IFA,WORLEY,DRAWING
H5,550,PI,0401413-H5-550-13-60-001,B,SULPHUR RECOVERY UNIT 550 PLOT PLAN HABSHAN-5,IFA,WORLEY,DRAWING
H5,551,PI,0401413-H5-551-13-60-001,B,SULPHUR RECOVERY UNIT 551 PLOT PLAN HABSHAN-5,IFA,WORLEY,DRAWING
H5,552,PI,0401413-H5-552-13-60-001,B,SULPHUR RECOVERY UNIT 552 PLOT PLAN HABSHAN-5,IFA,WORLEY,DRAWING
H5,553,PI,0401413-H5-553-13-60-001,B,SULPHUR RECOVERY UNIT 553 PLOT PLAN HABSHAN-5,IFA,WORLEY,DRAWING
H5,559,PI,0401413-H5-559-13-60-001,A,CO2 RECOVERY UNIT 559 PLOT PLAN - HABSHAN-5,ICR,WORLEY,DRAWING
H5,559,PI,0401413-H5-559-13-60-002,A,CO2 RECOVERY UNIT 559 PLOT PLAN - SECTION DRAWING HABSHAN-5,ICR,WORLEY,DRAWING
H5,562,PI,0401413-H5-562-13-60-001,B,EQUIPMENT LOCATION PLAN - UTILITY & POWER GENERATION - UNIT 562 HABSHAN-5,IFA,WORLEY,DRAWING
H5,001,PI,DOD-0401413-H5-001-13-45-003,B,DATASHEETS FOR SPECIALTY ITEMS IN HABSHAN 5,IFA,WORLEY,DOCUMENT
H5,001,PI,DOD-0401413-H5-001-13-70-001,B,HABSHAN 4 + HABSHAN 5 COMBINED - STRESS CRITICAL LINE LIST,IFA,WORLEY,DOCUMENT
H5,001,PI,DOD-0401413-H5-001-13-70-002,B,PIPING TIE-IN SCHEDULE FOR HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,PI,DOD-0401413-H5-001-13-80-001,0,INTERFACE OF CRI WITH H5 DEBOTTLENECKING PROJECT - PIPING TIE-INS,IFD,WORLEY,DOCUMENT
H5,001,PI,DOD-0401413-H5-001-13-80-002,0,PIPING LOADING DATA FOR CRI PROJECT INTERFACE WITH HABSHAN 5 DEBOTTLENECKING PROJECT,IFD,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-020,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-020,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-021,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-021,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-023,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-023,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-024,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-024,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-026,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-026,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-027,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-027,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-028,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-028,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-029,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-029,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-030,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-030,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-031,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-031,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-032,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-032,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-033,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-033,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-034,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-034,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-035,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-035,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-036,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-036,ICR,WORLEY,DOCUMENT
H5,001,PI,RPT-0401413-H5-001-13-71-037,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-037,ICR,WORLEY,DOCUMENT
H5,001,PI,SPP-0401413-H5-001-13-90-003,B,PIPING SPECIALTY ITEMS LIST FOR HABSHAN-5,IFA,WORLEY,DOCUMENT
H5,001,PL,0401413-H5-001-95-30-001,A,PIPELINE STATION APPROACH DRAWING RECEIVER AREA AT HABSHAN 5,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-20-006-001,0,UNIT 550 - SULPHUR RECOVERY UNIT TGTU-AMINE ABSORPTION SECTION - TIE-IN PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-036,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - INCINERATOR FEED (550-H-104) TIE-IN,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-036D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - INCINERATOR FEED (550-H-104) TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-038,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - CAUSTIC PACKAGE - 550-ME-102 - TIE-IN,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-038D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - CAUSTIC PACKAGE - 550-ME-102 - TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-042,E,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN,IFH,WORLEY,DRAWING
H5,550,PR,0401413-550-00-30-042D,C,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-002,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - FLARE HEADER - TIE-IN,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-002D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - FLARE HEADER - TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-004,D,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 550 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN,IFH,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-004D,C,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 550 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-006,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - BOILER FEED & DEMINERALIZED WATER TIE-IN,ICR,WORLEY,DRAWING
H5,550,PR,0401413-550-00-40-006D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 550 - BOILER FEED & DEMINERALIZED WATER TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-30-036,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - INCINERATOR FEED (551-H-104) TIE-IN,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-30-036D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - INCINERATOR FEED (551-H-104) TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-30-042,E,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN,IFH,WORLEY,DRAWING
H5,551,PR,0401413-551-00-30-042D,C,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-002,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - FLARE HEADER - TIE-IN,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-002D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - FLARE HEADER - TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-004,D,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 551 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN,IFH,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-004D,C,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 551 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-006,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - BOILER FEED & DEMINERALIZED WATER TIE-IN,ICR,WORLEY,DRAWING
H5,551,PR,0401413-551-00-40-006D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 551 - BOILER FEED & DEMINERALIZED WATER TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-30-036,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - INCINERATOR FEED (552-H-104) TIE-IN,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-30-036D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - INCINERATOR FEED (552-H-104) TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-30-042,E,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN,IFH,WORLEY,DRAWING
H5,552,PR,0401413-552-00-30-042D,C,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-002,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - FLARE HEADER - TIE-IN,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-002D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - FLARE HEADER - TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-004,D,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 552 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN,IFH,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-004D,C,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 552 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-006,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - BOILER FEED & DEMINERALIZED WATER TIE-IN,ICR,WORLEY,DRAWING
H5,552,PR,0401413-552-00-40-006D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 552 - BOILER FEED & DEMINERALIZED WATER TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-30-036,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - INCINERATOR FEED (553-H-104) TIE-IN,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-30-036D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - INCINERATOR FEED (553-H-104) TIE-IN DEMOLITION,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-30-042,E,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN,IFH,WORLEY,DRAWING
H5,553,PR,0401413-553-00-30-042D,C,P&ID - HABSHAN 5 CO2 RECOVERY - AMINE ABSORBER SECTION TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-002,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - FLARE HEADER - TIE-IN,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-002D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - FLARE HEADER - TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-004,D,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 553 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN,IFH,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-004D,C,UTILITY DISTRIBUTION DIAGRAM - HABSHAN 5 CO2 RECOVERY UNIT 553 - INSTRUMENTATION AIR & NITROGEN DISTRIBUTION HEADER - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-006,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - BOILER FEED & DEMINERALIZED WATER TIE-IN,ICR,WORLEY,DRAWING
H5,553,PR,0401413-553-00-40-006D,A,P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 553 - BOILER FEED & DEMINERALIZED WATER TIE-IN - DEMOLITION,ICR,WORLEY,DRAWING
H5,561,PR,0401413-561-00-20-001-001,0,UNIT 561 UTILITY & POTABLE WATER - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H5,561,PR,0401413-561-00-20-004-001,0,UNIT 562 STEAM DISTRIBUTION - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H5,562,PR,0401413-562-00-20-001-001,0,UNIT 562 STEAM CONDENSATE & DEMINERALISATION - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H5,562,PR,0401413-562-00-40-002,A,"P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 562 - STEAM, CONDENSATE & DEMIN STEAM CONDENSATE STORAGE TANK - TIE-IN",ICR,WORLEY,DRAWING
H5,562,PR,0401413-562-00-40-002D,A,"P&ID - HABSHAN 5 CO2 RECOVERY - UNIT 562 - STEAM, CONDENSATE & DEMIN STEAM CONDENSATE STORAGE TANK - TIE-IN - DEMOLITION",ICR,WORLEY,DRAWING
